xC:\Dev\Efecty.SiewebLive\AccesoDatos.Georeferenciador\DaoGeoreferenciador.cs,spLnGEOUpdMensajeNotificacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROPSInsProyectosPS
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROPSTEMDelProyectosPSTemp
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROPSDelProyectosPS
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROEXTUpdTipoCobertura
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,SpESTPROSelCampoClave
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spSelProyectoExtImagen
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spActProyectoExtImagen
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,SpCONPROSelPorCorresponsal
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPUNSERSelConsultarPSXRegionalDepartamentoEstado
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spCLIUSUSelConsultarUsuariosPorCliente
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,SpPROSelClientesXProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spQRPROSelProyectoQR
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spQRTIPSelTipoQR
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spQRFORPASelFormaPago
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROTOPPROSelProyectoTopesQR
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spAPLSOASelConfiguracionQRPorTipo
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spQRPROInsUpdQRProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTSelConsultaProyectoLoteriaId
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTCONSORSelConsultarSorteos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTRESPRESelConsultarResultadosPremios
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTPLAPRESelConsultarPlanPremios
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTSelConsultaProyectoLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTSInsUpdProyectoLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spAUDPROLOTInsAuditoriaProyectoLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROSelTiposOperacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTSelConsultarProyectoLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTCONSORSelConsultarProgramacionSorteos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTCONSORInsUpdLoteriaControlSorteo
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTCONSORDelLoteriaControlSorteo
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTUpdProyectoLoteriaImagen
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTCONSORSelFechaMaximaSorteo
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,SPCLISelClientesRazonSocialIdentificacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTSelProyectoNitCliente
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTPLAPRESelPlanPremiosLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTCATPRESelCategoriaPremioLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTTIPPRESelTipoPremioLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTPLAPRESelOrdenPlanPremiosLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTSelFraccionBilleteLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTPLAPREUpdPlanPremioLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTPLAPREInsPlanPremioLoteria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spLOTPLAPREUpdEstadosPlanPremios
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spBENFMADelInformacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spBENFMAInsInformacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spBENFMASelInformacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spPROLOTSelConfiguracionRangoSerie
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoParametrosOperacion.cs,spTIPTARLIQSelConsultarTiposTarifasPasarela
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoPasarelaInfoComercio.cs,spPASINFCOMInsCrearPasarelaInfoComercio
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoPasarelaInfoComercio.cs,spPASINFCOMSelXCodigoProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelTIPPAGTipoPagoProductoPasarela
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASTOPPROCodigoProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASTOPPROPasarelaTopesProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASTOPPROPasarelaTopesProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASREDENTCodigoProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASREDBAJVALRedesBajoValor
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASFRAPasarelaFranquicias
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASFRACOMcodigoproyectoredbajovalor
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASBANCOMcodigoproyectoredbajovalor
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASREDBAJVALcodigoproyectoredbajovalor
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASSERredbajovalor
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASREDENTPasarelaRedEntidad
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASREDENTpasarelaRedEntidad
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASREDENTEstado
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASREDFORPAGpasarelaRedFormaPago
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASACUpasarelaAcumulados
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASBANCOMPasarelaBancosXComercio
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASBANCOMEstado
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASSERREDpasarelaserviciored
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASSERREDestado
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASFRACOMFranquiciaComercio
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASFRACOMEstado
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASBANPROFORPAGcodigoproyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASBANPROFORPAGPasarelaBancosProyectosFormaPago
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASBANPROFORPAGPasarelaBancosProyectosFormaPago
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelTIPCOMPROformaPagoTipoPasarelaCodigoProducto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spGRPPROSelcodigoTipoPago
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPASLIQcodigoProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spInsPASLIQpasarelaLiquidacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASLIQpasarelaLiquidacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spPASLIQSelvalores
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spPASLIQInsValores
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spPASLIQUpdValores
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelTIPCOMPROformaPagoTipoPasarelaAgruparCodigoProducto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spSelPasarelaAgrupacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spPASLIQDelValores
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spPASLIQDelAgrupadoValores
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spDelPASLIQpasarelaLiquidacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spUpdPASLIQApasarelaLiqAgrupacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARSelInformacionGeneral
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARInsInformacionGeneral
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARDETSelInformacionGeneral
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARDETInsInformacionGeneral
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARDETDelInformacionGeneral
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARUpdInformacionGeneral
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARDelInformacionGeneral
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARPAYWSInsInformacionValor
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoProductoPasarela.cs,spTARPAYWSSelInformacionValor
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoReportes.cs,spPROEXTSelProyectosManejoBolsaActivo
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoReportes.cs,spPROVENSelProductoXProyecto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoReportes.cs,spMOVSelReporteHistorialInventarioPV
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoReportes.cs,spMOVPROSelReporteProyectoPuntoServicio
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\Proyectos\DaoReportes.cs,spNOVPROPAGSelReporteFondoProyectoPago
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoAsignacionCuentas.cs,spMDCBANSelCuentasAsociadasPAP
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoAsignacionCuentas.cs,spMDCBANInsMDCBanco
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoAsignacionCuentas.cs,spMDCBANDelMDCBanco
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoAsignacionCuentas.cs,spMDCBANCUESelConsultarCuentaXBanco
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spPUNSERSelNovedadesAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spADIDESInsNovedadAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spADIDESUpdNovedadAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spHISDESADISelHistoricoAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spADIDESDelNovedadAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spTADSELTipoAdicionesYDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spHISDESADISelHistoricoAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,SpPUNSelPuntosXContratistaEstado
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spPUNSERSelNovedadesAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spCONEJEhorarioProceso
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spLiqComisionesConcesionesPS
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spLiqComisionesConcesionesXPAP
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spHISLIBCUEInsHistoricoLiberacionCuentas
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spHISLIBCUESelConsultarUltimaLiberacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spHISLIBCUESelConsultarUltimaLiberacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spHISLIBCUEDelEliminarUltimaLiberacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spSelMDCCuentas
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spInsMDCCrearCuenta
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spUpMDCActualizarCuenta
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spMDCBANSelConsultarCuentaBanco
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spDESADISelAdicionesyDescuentos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spADIDESPENInsNovedadPendiente
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spPUNSERSelAdicyDescPendientes
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,spADIDESPENDelNovedadPendiente
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoContraprestaciones.cs,SpCONSelContratistasActivos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spCONSALOPEUpdMotivosIndicadores
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spCONSALOPESelMotivosIndicadores
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMETInsMetasPAPDetalle
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMETInsMetasPAP
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMETUpdMetasPAP
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMETSelMetasPap
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMETSelMetasPap
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMETSelMetasPAPDetalle
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spCONSelMotivos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spInsMotivos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spActMotivos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spCONSelCatMotivos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spREDCONSelRedPs
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMOVESTSelPorCategoria
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spINDRELCUMUpdControlGestion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spINDRELCUMSelConsultarConFiltros
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spPUNSERSelDirectorioPAP
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spMODVINselRegistros
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spLINPUNselRegistros
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoIndicadores.cs,spPROSelProyectosXPAP
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoInventarioPS.cs,spPROSelEstadosProyectosInventario
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoInventarioPS.cs,spINVPSSelAsignacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoInventarioPS.cs,spINVPSInsAsignacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMantenimientoPAP.cs,spUSUSelUsuariosMantenimientoPAP
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMantenimientoPAP.cs,spUSUUpdHuellaUsuario
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMantenimientoPAP.cs,spFOTUSUInsGuardarFotoUsuario
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpMDCOPESelControlIngresosEgresos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpMDCCRUSelCruceConceptos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpMDCCONSelConceptosPermiteCruce
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpMDCOPEUpdControlIngresosEgresos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpMDCCONInsConceptosPermiteCruce
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpMDCCONUpdConceptosPermiteCruce
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpMDCCONDelConceptosPermiteCruce
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCCONSelConceptosxOperacionDG
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCCONSelEstructuraXmlConceptosDG
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCANTAPRSelConsultarAnticiposAprobadosPS
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCCONSelEstructuraXmlConceptoPropio
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMOVSelConsultarValoresFlete
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spVALFORCAMSelValidacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spVALFORCAMSelExpresionesReguPorId
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spVALFORCAMUpdValidacionDinamica
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpUSUSelPunServicioUsuario
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spSOLPSSelValidarConceptoMDC
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spLnMDCSelUltimaFechaCierre
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spLnMDCTransformarDG
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpLnACUDIAPSselValidarAcumuladoPs
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCOPEDIASelConsultarRegistroMDC
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpLnACUDIAPSupdAcumuladoPs
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCANTAPRUpdModificarValidacion
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spNOTInsInsertarNotaDebitoDFA
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpCONMODFREInsOperaciones
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,SpCONMODFREInsModFrecuentes
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spCONCALInsControlCalculo
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCDIADelEliminarMdcDiario
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spLnMDCInsRecalculoSaldos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCDIASelSaldosRecalculados
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spPUNSelInfoAdicionalPunto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCSelResumenOperaciones
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spSelRequerimientoLiquidez
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCOPESelConsultarReversiones
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCREVInsReversos
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spMDCSelDetalleOperacionXConcepto
C:\Dev\Efecty.WebLive20\WebLive20.AccesoDatos\PuntoServicio\DaoMcd.cs,spSelMDCSaldosFinalesMDC
